City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Evensk,RU,2022-07-16 02:37:29,61.95,159.2333,64.69,64,9,13.44
298,Huilong,CN,2022-07-16 02:37:30,31.8111,121.655,85.89,74,100,1.1
299,Mahebourg,MU,2022-07-16 02:37:30,-20.4081,57.7,69.26,83,75,11.5
300,Fortuna,US,2022-07-16 02:37:31,40.5982,-124.1573,63.93,86,75,4.0
301,Blagoyevo,RU,2022-07-16 02:37:31,63.3667,47.9167,65.66,92,100,6.98
302,Arlit,NE,2022-07-16 02:37:10,18.7369,7.3853,82.49,59,70,22.77
303,Temirtau,KZ,2022-07-16 02:37:32,50.0544,72.9483,80.17,35,2,4.85
304,Mogadishu,SO,2022-07-16 02:37:32,2.0371,45.3438,75.83,83,61,17.83
305,Constantine,DZ,2022-07-16 02:37:33,36.365,6.6147,69.21,49,0,3.44
306,Samarai,PG,2022-07-16 02:37:33,-10.6167,150.6667,79.16,69,95,13.82
307,Cherskiy,RU,2022-07-16 02:37:33,68.75,161.3,70.83,45,100,15.66
308,Fairview,US,2022-07-16 02:37:34,40.8126,-73.999,74.8,76,40,8.01
309,Okhtyrka,UA,2022-07-16 02:37:34,50.3104,34.8988,54.64,91,82,5.91
310,Arsenyev,RU,2022-07-16 02:37:35,44.1631,133.2733,70.48,72,97,12.68
311,Port-Gentil,GA,2022-07-16 02:37:35,-0.7193,8.7815,73.76,79,78,11.14
312,Nata,PA,2022-07-16 02:37:35,8.3333,-80.5167,75.74,88,6,6.24
313,Valparaiso,CL,2022-07-16 02:37:36,-33.0393,-71.6273,48.47,89,40,4.61
314,Waingapu,ID,2022-07-16 02:37:36,-9.6567,120.2641,82.72,62,84,13.82
315,Beloha,MG,2022-07-16 02:37:36,-25.1667,45.05,62.94,88,0,11.14
316,Lentekhi,GE,2022-07-16 02:37:37,42.7856,42.7261,68.97,65,1,4.85
317,Sosnovo,RU,2022-07-16 02:37:37,60.5514,30.2144,53.67,83,34,5.5
318,Alyangula,AU,2022-07-16 02:37:38,-13.8483,136.4192,74.43,63,86,10.58
319,Berlevag,NO,2022-07-16 02:38:38,70.8578,29.0864,55.2,82,100,6.91
320,Ahuimanu,US,2022-07-16 02:38:38,21.4447,-157.8378,83.91,68,0,14.97
321,Hailun,CN,2022-07-16 02:38:39,47.45,126.9333,76.91,62,82,13.22
322,Andra,RU,2022-07-16 02:38:39,62.5147,65.8878,69.85,62,3,10.65
323,Marsh Harbour,BS,2022-07-16 02:35:28,26.5412,-77.0636,81.68,75,77,14.67
324,Altamira,BR,2022-07-16 02:38:40,-3.2033,-52.2064,74.26,84,71,2.57
325,Asfi,MA,2022-07-16 02:38:40,32.2994,-9.2372,68.59,91,0,11.48
326,Jibuti,DJ,2022-07-16 02:37:52,11.5,42.5,82.85,46,73,6.44
327,Lawrenceburg,US,2022-07-16 02:38:41,38.0373,-84.8966,76.71,80,0,0.0
328,Biltine,TD,2022-07-16 02:38:41,14.5333,20.9167,73.33,78,100,9.22
329,Yagoua,CM,2022-07-16 02:38:42,10.3411,15.2329,74.32,88,100,3.6
330,Ponta Delgada,PT,2022-07-16 02:38:42,37.7333,-25.6667,70.5,83,20,4.61
331,Comodoro Rivadavia,AR,2022-07-16 02:38:42,-45.8667,-67.5,31.86,86,20,5.75
332,Bengkulu,ID,2022-07-16 02:37:25,-3.8004,102.2655,79.25,87,100,2.64
333,Nekhayevskiy,RU,2022-07-16 02:38:43,50.4106,41.7561,67.64,63,0,3.69
334,Puerto Del Rosario,ES,2022-07-16 02:38:43,28.5004,-13.8627,69.55,88,75,14.97
335,West Bay,KY,2022-07-16 02:38:43,19.3667,-81.4167,83.07,81,0,3.44
336,Tevriz,RU,2022-07-16 02:38:44,57.509,72.4042,67.21,69,33,2.1
337,Abu Zabad,SD,2022-07-16 02:38:44,12.35,29.25,73.51,83,89,6.76
338,Qaqortoq,GL,2022-07-16 02:38:45,60.7167,-46.0333,40.28,90,100,6.2
339,Altea,ES,2022-07-16 02:38:45,38.5989,-0.0514,79.68,44,0,1.99
340,Jovellar,PH,2022-07-16 02:38:45,13.0695,123.5999,87.75,67,75,3.24
341,Sarankhola,BD,2022-07-16 02:38:46,22.3082,89.7897,88.3,71,33,14.25
342,Beroroha,MG,2022-07-16 02:38:46,-21.6667,45.1667,57.99,86,0,3.76
343,Strezhevoy,RU,2022-07-16 02:38:47,60.7333,77.5889,60.19,72,94,5.06
344,Ribeira Grande,PT,2022-07-16 02:38:47,38.5167,-28.7,69.55,91,4,7.05
345,Imbituba,BR,2022-07-16 02:38:48,-28.24,-48.6703,68.86,97,100,7.4
346,Aranos,NA,2022-07-16 02:38:48,-24.1333,19.1167,50.49,34,0,9.15
347,Nanortalik,GL,2022-07-16 02:38:48,60.1432,-45.2371,40.32,92,100,9.35
348,Kloulklubed,PW,2022-07-16 02:38:49,7.0419,134.2556,75.7,87,100,11.56
349,Pangai,TO,2022-07-16 02:38:49,-19.8,-174.35,82.51,78,40,16.11
350,Wajir,KE,2022-07-16 02:38:49,1.7471,40.0573,69.76,81,76,7.7
351,Kemijarvi,FI,2022-07-16 02:38:50,66.7131,27.4306,53.46,97,100,3.4
352,Lodwar,KE,2022-07-16 02:38:50,3.1191,35.5973,76.37,60,78,15.5
353,Plettenberg Bay,ZA,2022-07-16 02:38:51,-34.0527,23.3716,58.48,60,96,4.45
354,Bobo Dioulasso,BF,2022-07-16 02:38:51,11.1771,-4.2979,69.93,94,100,5.53
355,Saldanha,ZA,2022-07-16 02:38:51,-33.0117,17.9442,48.25,64,6,6.11
356,Tura,IN,2022-07-16 02:38:52,25.5198,90.2201,84.65,71,4,3.91
357,Bograd,RU,2022-07-16 02:38:52,54.2344,90.8328,62.6,57,100,4.72
358,Rafiganj,IN,2022-07-16 02:38:53,24.8167,84.65,87.94,47,8,14.2
359,Clyde River,CA,2022-07-16 02:38:02,70.4692,-68.5914,50.23,53,0,13.8
360,Tiarei,PF,2022-07-16 02:38:53,-17.5333,-149.3333,78.82,69,50,25.01
361,Siderno,IT,2022-07-16 02:38:54,38.2779,16.302,75.34,76,0,9.24
362,Juneau,US,2022-07-16 02:38:54,58.3019,-134.4197,69.8,100,20,13.8
363,Mazeikiai,LT,2022-07-16 02:38:54,56.3167,22.3333,48.85,90,12,6.93
364,Honningsvag,NO,2022-07-16 02:38:55,70.9821,25.9704,53.35,82,100,2.3
365,Berbera,SO,2022-07-16 02:38:55,10.4396,45.0143,88.21,48,98,29.42
366,Nioro,GM,2022-07-16 02:39:56,13.35,-15.75,78.94,85,100,6.38
367,Henderson,US,2022-07-16 02:39:24,36.0397,-114.9819,105.82,22,0,10.36
368,Yushu,CN,2022-07-16 02:39:56,44.8,126.5333,72.16,75,79,8.84
369,Bako,ET,2022-07-16 02:39:57,5.7833,36.5667,63.36,81,99,3.58
370,Faanui,PF,2022-07-16 02:37:35,-16.4833,-151.75,76.5,71,18,24.16
371,Coquimbo,CL,2022-07-16 02:39:57,-29.9533,-71.3436,47.93,93,75,6.91
372,Kruisfontein,ZA,2022-07-16 02:39:58,-34.0033,24.7314,53.46,68,100,6.58
373,Havre-Saint-Pierre,CA,2022-07-16 02:39:58,50.2334,-63.5986,55.76,94,75,2.3
374,Machilipatnam,IN,2022-07-16 02:39:59,16.1667,81.1333,84.88,66,100,14.18
375,Bartica,GY,2022-07-16 02:39:59,6.4,-58.6167,77.32,99,98,1.9
376,Charters Towers,AU,2022-07-16 02:39:59,-20.1,146.2667,71.26,49,61,16.82
377,Kirensk,RU,2022-07-16 02:40:00,57.7853,108.1119,65.84,66,100,3.89
378,Hastings,GB,2022-07-16 02:40:00,50.8552,0.5729,63.32,78,40,9.31
379,Svetlogorsk,BY,2022-07-16 02:40:00,52.6333,29.7333,49.6,95,9,5.37
380,Talcahuano,CL,2022-07-16 02:40:01,-36.7167,-73.1167,40.68,93,20,5.75
381,Sanchor,IN,2022-07-16 02:40:01,24.7553,71.7722,84.18,75,100,15.14
382,Key West,US,2022-07-16 02:38:05,24.5557,-81.7826,87.8,33,20,9.22
383,Gubkinskiy,RU,2022-07-16 02:40:02,64.434,76.5026,60.4,54,100,8.14
384,Namibe,AO,2022-07-16 02:40:02,-15.1961,12.1522,66.06,85,0,5.95
385,Shellbrook,CA,2022-07-16 02:40:03,53.2168,-106.4011,78.03,80,2,6.73
386,Wuwei,CN,2022-07-16 02:40:03,37.9281,102.6414,66.65,56,100,6.8
387,Balabac,PH,2022-07-16 02:40:04,7.9868,117.0645,85.5,64,43,4.36
388,Korla,CN,2022-07-16 02:37:56,41.7597,86.1469,76.05,41,100,2.13
389,Keokuk,US,2022-07-16 02:40:04,40.3973,-91.3849,83.08,94,100,5.75
390,Ketchikan,US,2022-07-16 02:40:05,55.3422,-131.6461,54.07,100,100,10.36
391,Dhemaji,IN,2022-07-16 02:40:05,27.4833,94.5833,82.47,68,19,2.71
392,Hofn,IS,2022-07-16 02:40:05,64.2539,-15.2082,50.22,89,100,6.33
393,Anuradhapura,LK,2022-07-16 02:40:06,8.3565,80.4173,83.25,65,100,15.48
394,Vostok,RU,2022-07-16 02:40:06,46.4856,135.8833,68.13,67,100,5.32
395,Tezu,IN,2022-07-16 02:40:07,27.9167,96.1667,92.48,57,7,3.2
396,Riyadh,SA,2022-07-16 02:38:38,24.6877,46.7219,86.14,13,15,10.42
397,Buchanan,LR,2022-07-16 02:40:07,5.8808,-10.0467,74.55,91,100,7.02
398,Mahibadhoo,MV,2022-07-16 02:40:08,3.7833,72.9667,82.72,75,12,10.18
399,Padang,ID,2022-07-16 02:40:08,-0.9492,100.3543,84.25,69,93,3.15
400,Port Macquarie,AU,2022-07-16 02:40:08,-31.4333,152.9167,64.89,48,100,6.58
401,Mumias,KE,2022-07-16 02:40:09,0.3351,34.4864,62.94,92,100,1.45
402,Kawambwa,ZM,2022-07-16 02:40:09,-9.7915,29.0791,57.56,69,56,6.82
403,Turukhansk,RU,2022-07-16 02:40:10,65.8167,87.9833,64.78,50,51,12.48
404,Turayf,SA,2022-07-16 02:40:10,31.6725,38.6637,73.65,49,0,13.8
405,Jiuquan,CN,2022-07-16 02:40:11,39.7432,98.5174,76.89,31,100,6.8
406,Tiznit,MA,2022-07-16 02:40:11,29.5833,-9.5,77.94,47,54,1.99
407,Grao Mogol,BR,2022-07-16 02:40:11,-16.5594,-42.8897,56.07,66,19,1.97
408,Verkhnevilyuysk,RU,2022-07-16 02:40:12,63.4453,120.3167,69.6,86,100,8.55
409,Tzucacab,MX,2022-07-16 02:40:12,20.0667,-89.05,76.3,82,99,3.44
410,Tarko-Sale,RU,2022-07-16 02:40:13,64.9225,77.785,61.47,53,100,8.21
411,Mitsamiouli,KM,2022-07-16 02:39:59,-11.3847,43.2844,76.17,70,7,16.37
412,Itarema,BR,2022-07-16 02:41:13,-2.9248,-39.9167,77.94,78,41,11.99
413,Constitucion,CL,2022-07-16 02:41:14,-35.3333,-72.4167,44.15,89,100,5.5
414,Hendersonville,US,2022-07-16 02:38:13,36.3048,-86.62,86.09,77,98,3.87
415,Santiago Del Estero,AR,2022-07-16 02:40:59,-27.7951,-64.2615,50.29,58,100,22.01
416,Port Blair,IN,2022-07-16 02:41:14,11.6667,92.75,77.04,88,100,5.75
417,Buckhaven,GB,2022-07-16 02:39:02,56.1715,-3.0338,53.64,93,52,1.99
418,Kavaratti,IN,2022-07-16 02:36:55,10.5669,72.642,81.3,80,88,15.99
419,Palimbang,PH,2022-07-16 02:41:15,6.2106,124.1894,83.97,76,67,5.39
420,Guozhen,CN,2022-07-16 02:41:15,34.3659,107.359,71.65,96,100,4.83
421,Pachino,IT,2022-07-16 02:41:16,36.7186,15.0907,76.6,57,0,2.66
422,Mukdahan,TH,2022-07-16 02:41:16,16.5833,104.5,82.15,74,40,8.72
423,Murray Bridge,AU,2022-07-16 02:41:16,-35.1167,139.2667,60.12,43,71,19.06
424,Cabra,ES,2022-07-16 02:41:17,37.4725,-4.4421,75.72,32,0,3.76
425,Bago,MM,2022-07-16 02:41:17,17.3367,96.4797,84.45,75,68,8.25
426,Hokitika,NZ,2022-07-16 02:41:18,-42.7167,170.9667,48.4,64,7,7.23
427,Dingle,PH,2022-07-16 02:37:51,10.9995,122.6711,86.02,72,89,3.83
428,Owando,CG,2022-07-16 02:41:18,-0.4819,15.8999,76.71,62,85,2.82
429,Denpasar,ID,2022-07-16 02:39:19,-8.65,115.2167,80.26,83,75,13.8
430,Mangrul Pir,IN,2022-07-16 02:41:19,20.3167,77.35,77.97,79,100,11.79
431,Dire Dawa,ET,2022-07-16 02:41:20,9.5931,41.8661,68.61,76,91,12.08
432,Ternitz,AT,2022-07-16 02:41:20,47.7156,16.0357,59.94,72,49,1.14
433,Devonport,AU,2022-07-16 02:41:20,-41.1667,146.35,52.09,83,100,21.07
434,Sao Mateus Do Sul,BR,2022-07-16 02:41:21,-25.8742,-50.3828,57.92,86,100,2.66
435,Diamantino,BR,2022-07-16 02:41:21,-14.4086,-56.4461,73.8,51,100,3.15
436,Castanos,MX,2022-07-16 02:41:21,26.7833,-101.4167,84.02,42,80,11.88
437,Tautira,PF,2022-07-16 02:41:22,-17.7333,-149.15,75.6,70,74,23.58
438,Dunedin,NZ,2022-07-16 02:38:17,-45.8742,170.5036,50.81,42,37,8.99
439,Diffa,NE,2022-07-16 02:41:22,13.3154,12.6113,76.5,79,100,6.26
440,Livramento,BR,2022-07-16 02:41:23,-3.0254,-60.1803,83.07,88,0,3.44
441,Ocean Springs,US,2022-07-16 02:41:23,30.4113,-88.8278,82.42,82,0,5.75
442,Wang Saphung,TH,2022-07-16 02:41:23,17.301,101.7685,82.42,89,75,1.92
443,Mogocha,RU,2022-07-16 02:41:24,53.7333,119.7667,70.34,88,100,4.47
444,Aklavik,CA,2022-07-16 02:41:24,68.2191,-135.0107,60.62,41,88,9.8
445,Carutapera,BR,2022-07-16 02:41:24,-1.195,-46.02,73.54,94,20,4.36
446,Cabinda,AO,2022-07-16 02:41:25,-5.55,12.2,68.95,95,20,5.32
447,Klaksvik,FO,2022-07-16 02:41:25,62.2266,-6.589,49.12,78,99,9.51
448,Birecik,TR,2022-07-16 02:41:26,37.0294,37.9903,72.61,60,0,7.63
449,Salinas,US,2022-07-16 02:41:26,36.6777,-121.6555,75.81,73,0,16.11
450,Lima,PE,2022-07-16 02:36:35,-12.0432,-77.0282,59.25,82,100,12.66
451,Cuiluan,CN,2022-07-16 02:41:27,47.72,128.648,72.72,69,100,10.51
452,Ilulissat,GL,2022-07-16 02:41:27,69.2167,-51.1,39.22,100,100,3.44
453,Hamilton,US,2022-07-16 02:37:18,39.1834,-84.5333,77.94,68,0,1.01
454,Green River,US,2022-07-16 02:41:27,41.5286,-109.4662,74.19,51,100,1.01
455,Tazovskiy,RU,2022-07-16 02:41:28,67.4667,78.7,59.04,58,8,10.58
456,Marataizes,BR,2022-07-16 02:41:28,-21.0433,-40.8244,68.47,82,95,14.76
457,Kaifeng,CN,2022-07-16 02:51:55,34.7911,114.3483,78.55,94,100,5.55
458,Gojra,PK,2022-07-16 02:51:55,31.1487,72.6866,88.25,58,72,6.98
459,Zemio,CF,2022-07-16 02:51:56,5.0314,25.1361,66.76,98,100,2.48
460,Gashua,NG,2022-07-16 02:51:56,12.871,11.0482,77.25,74,93,4.7
461,Port Hedland,AU,2022-07-16 02:51:56,-20.3167,118.5667,77.05,18,0,12.66
462,Kayes,ML,2022-07-16 02:51:57,14.0,-11.0,80.31,70,6,8.84
463,Kismayo,SO,2022-07-16 02:51:57,-0.3582,42.5454,75.07,83,66,14.61
464,Santa Luzia,BR,2022-07-16 02:51:58,-19.7697,-43.8514,63.5,82,0,0.0
465,Price,US,2022-07-16 02:51:58,39.5994,-110.8107,79.86,41,0,0.0
466,Tazmalt,DZ,2022-07-16 02:51:59,36.3868,4.3989,76.73,41,0,1.99
467,Kyra,RU,2022-07-16 02:51:59,49.5776,111.9753,58.66,88,100,12.8
468,Manokwari,ID,2022-07-16 02:49:19,-0.8667,134.0833,84.04,69,80,11.14
469,Prieska,ZA,2022-07-16 02:52:00,-29.6641,22.7474,51.87,35,97,2.57
470,Lujan,AR,2022-07-16 02:52:00,-34.5703,-59.105,51.51,79,25,4.0
471,Gornozavodsk,RU,2022-07-16 02:52:00,58.3758,58.3211,62.26,96,100,1.05
472,Promyshlennyy,RU,2022-07-16 02:52:01,67.5833,63.9167,67.66,58,99,10.96
473,Mackay,AU,2022-07-16 02:52:01,-21.15,149.2,73.69,74,46,14.34
474,Galesong,ID,2022-07-16 02:52:02,-5.3166,119.3661,86.02,70,50,1.99
475,Saint George,US,2022-07-16 02:51:01,37.1041,-113.5841,100.99,21,0,8.05
476,Bira,RU,2022-07-16 02:52:02,49.0,132.4667,76.95,59,85,6.26
477,Chengde,CN,2022-07-16 02:52:02,40.9725,117.9361,86.59,46,90,3.74
478,Nabire,ID,2022-07-16 02:52:03,-3.3667,135.4833,83.12,75,85,4.23
479,Yar-Sale,RU,2022-07-16 02:52:04,66.8333,70.8333,63.93,48,9,10.02
480,San Vicente De Canete,PE,2022-07-16 02:52:04,-13.0751,-76.3835,59.97,85,24,1.61
481,Chapada Dos Guimaraes,BR,2022-07-16 02:52:04,-15.4606,-55.7497,71.26,47,100,4.97
482,Uyar,RU,2022-07-16 02:52:05,55.81,94.3153,58.48,71,100,2.28
483,Marzuq,YE,2022-07-16 02:52:05,14.4,46.4667,77.02,56,100,6.06
484,Chontalpa,MX,2022-07-16 02:52:06,17.7,-93.5167,76.3,84,100,4.34
485,Voh,NC,2022-07-16 02:52:06,-20.9667,164.7,73.27,51,0,14.99
486,Teguldet,RU,2022-07-16 02:52:06,57.3064,88.1667,61.5,83,42,1.45
487,Touros,BR,2022-07-16 02:52:07,-5.1989,-35.4608,73.49,90,3,12.19
488,Verona,IT,2022-07-16 02:52:07,45.4167,11.0333,74.03,65,0,4.9
489,San Quintin,MX,2022-07-16 02:52:07,30.4833,-115.95,66.54,83,4,9.4
490,Mareeba,AU,2022-07-16 02:52:08,-17.0,145.4333,75.43,50,2,11.43
491,Jinxiang,CN,2022-07-16 02:52:08,27.4327,120.6062,89.47,70,100,8.77
492,Mazagao,BR,2022-07-16 02:52:09,-0.115,-51.2894,82.45,96,86,2.48
493,Anloga,GH,2022-07-16 02:52:09,5.7947,0.8973,75.85,88,100,11.63
494,Sistranda,NO,2022-07-16 02:52:10,63.7256,8.834,49.96,77,100,20.49
495,Matata,NZ,2022-07-16 02:52:10,-37.8833,176.75,59.58,49,4,7.34
496,Youkounkoun,GN,2022-07-16 02:52:10,12.5333,-13.1333,74.25,94,20,4.59
497,Mbandaka,CD,2022-07-16 02:52:11,0.0487,18.2603,71.28,79,24,2.37
498,Malakal,SS,2022-07-16 02:52:11,9.5334,31.6605,69.35,88,100,0.54
499,San Vicente,AR,2022-07-16 02:52:11,-26.6167,-54.1333,71.91,48,100,7.49
500,Half Moon Bay,US,2022-07-16 02:53:12,37.4636,-122.4286,72.57,80,100,17.27
501,Matay,EG,2022-07-16 02:53:12,28.419,30.7792,74.23,46,0,7.9
502,Hailakandi,IN,2022-07-16 02:53:13,24.6833,92.5667,87.03,75,61,2.24
503,Vestmanna,FO,2022-07-16 02:53:13,62.1564,-7.1664,49.12,93,75,9.22
504,Xuanzhou,CN,2022-07-16 02:53:13,30.9525,118.7553,97.02,49,100,7.52
505,Kargasok,RU,2022-07-16 02:53:14,59.0556,80.8572,66.24,57,11,1.54
506,Egvekinot,RU,2022-07-16 02:53:14,66.3167,-179.1667,47.64,63,99,8.3
507,Urumqi,CN,2022-07-16 02:53:15,43.801,87.6005,76.15,27,0,4.47
508,Horsham,GB,2022-07-16 02:53:15,51.064,-0.3272,61.65,79,0,2.3
509,Sovetskiy,RU,2022-07-16 02:53:15,61.3614,63.5842,72.41,72,33,4.38
510,Mulanje,MW,2022-07-16 02:53:16,-16.0316,35.5,53.47,98,1,4.56
511,Fuling,CN,2022-07-16 02:53:16,29.7022,107.3919,91.76,61,100,0.31
512,Tocopilla,CL,2022-07-16 02:53:16,-22.092,-70.1979,56.68,56,0,6.38
513,Grindavik,IS,2022-07-16 02:53:17,63.8424,-22.4338,52.27,93,100,27.63
514,Nipawin,CA,2022-07-16 02:53:17,53.3668,-104.0009,78.84,89,0,2.3
515,Pevek,RU,2022-07-16 02:53:18,69.7008,170.3133,38.61,67,90,5.1
516,Broken Hill,AU,2022-07-16 02:53:18,-31.95,141.4333,59.23,22,0,26.66
517,Rumonge,BI,2022-07-16 02:53:18,-3.9736,29.4386,71.13,60,73,3.71
518,Qarayeri,AZ,2022-07-16 02:53:19,40.7886,46.3066,72.48,68,20,6.91
519,Upata,VE,2022-07-16 02:53:19,8.0086,-62.3989,71.17,97,100,1.57
520,Chalon-Sur-Saone,FR,2022-07-16 02:53:20,46.7833,4.85,55.62,46,20,6.46
521,Kieta,PG,2022-07-16 02:53:20,-6.2167,155.6333,84.6,69,85,7.18
522,Sarkand,KZ,2022-07-16 02:53:21,45.41,79.9186,82.24,23,0,6.02
523,The Valley,AI,2022-07-16 02:51:33,18.217,-63.0578,82.26,81,1,22.48
524,Aleksandrovsk,RU,2022-07-16 02:53:21,59.158,57.5624,68.79,86,73,2.44
525,Villeta,CO,2022-07-16 02:53:22,5.0089,-74.4723,77.61,97,68,4.14
526,Sao Joao Da Barra,BR,2022-07-16 02:53:22,-21.6403,-41.0511,71.22,83,54,20.56
527,Kalabo,ZM,2022-07-16 02:53:22,-14.97,22.6814,50.74,58,2,6.58
528,Belen,TR,2022-07-16 02:53:23,36.4891,36.2233,67.96,87,1,6.6
529,Yumen,CN,2022-07-16 02:53:23,40.2833,97.2,74.57,35,100,2.57
530,Yeppoon,AU,2022-07-16 02:53:24,-23.1333,150.7333,71.38,71,12,14.5
531,Chumphon,TH,2022-07-16 02:53:24,10.3333,98.8333,78.46,80,100,6.69
532,Oktyabrskiy,RU,2022-07-16 02:53:24,54.4815,53.471,65.17,87,0,11.07
533,Ambon,ID,2022-07-16 02:53:25,-3.6954,128.1814,78.94,89,40,10.36
534,Khor,RU,2022-07-16 02:53:25,47.8861,134.9464,70.09,81,99,6.62
535,Baykit,RU,2022-07-16 02:53:26,61.67,96.37,56.3,82,97,2.13
536,Gudari,IN,2022-07-16 02:48:29,19.35,83.7833,80.24,84,95,1.66
537,Antalaha,MG,2022-07-16 02:53:26,-14.9003,50.2788,67.46,88,83,6.67
538,Leiyang,CN,2022-07-16 02:53:26,26.4024,112.8591,91.74,58,100,10.47
539,Vizinga,RU,2022-07-16 02:53:27,61.0749,50.1031,64.08,87,100,5.99
540,Pedernales,DO,2022-07-16 02:53:27,18.0384,-71.744,80.62,74,100,3.49
541,Gayny,RU,2022-07-16 02:53:27,60.3071,54.3241,66.51,78,100,4.83
542,Imeni Babushkina,RU,2022-07-16 02:53:28,59.7573,43.1285,55.44,95,16,6.31
543,Mehamn,NO,2022-07-16 02:53:28,71.0357,27.8492,53.55,87,40,4.61
544,Oga,IT,2022-07-16 02:53:28,46.4631,10.347,59.68,93,1,3.22
545,Lukovetskiy,RU,2022-07-16 02:53:29,64.2956,41.9211,61.34,96,100,4.99
546,Guerrero Negro,MX,2022-07-16 02:53:29,27.9769,-114.0611,67.28,84,13,17.67
547,Atbasar,KZ,2022-07-16 02:53:29,51.8,68.3333,78.19,56,86,10.94
548,Laguna,US,2022-07-16 02:51:30,38.421,-121.4238,93.49,31,0,8.05
549,La Ronge,CA,2022-07-16 02:54:30,55.1001,-105.2842,79.02,41,75,2.3
550,Pilas,ES,2022-07-16 02:54:30,37.3034,-6.301,82.35,48,0,2.98
551,Springbok,ZA,2022-07-16 02:54:30,-29.6643,17.8865,54.19,29,0,7.83
552,Nosy Varika,MG,2022-07-16 02:51:05,-20.5833,48.5333,62.55,90,29,6.42
553,Sechura,PE,2022-07-16 02:54:31,-5.5569,-80.8222,63.07,78,0,17.2
554,Rudnogorsk,RU,2022-07-16 02:54:31,57.2639,103.7519,51.93,98,100,3.02
555,Borogontsy,RU,2022-07-16 02:54:32,62.6683,131.1683,81.77,55,96,2.48
